Gene_ID	DMSO_24h_rep1	DMSO_24h_rep2	GSK591_24h_rep1	GSK591_24h_rep2
AGL	9124	8667	8077	8586
RPL39P9	0	0	0	0
RNU4-75P	0	0	0	0
FRRS1	4693	4768	4924	5378
HMGB3P10	0	0	0	0
PALMD	62	35	38	41
LINC01708	0	0	0	0
LOC124904580	0	0	0	0
LOC107985093	0	0	0	0
PLPPR4	0	0	0	2
PLPPR5-AS1	0	0	0	0
PLPPR5	0	0	1	0
SNX7	6178	6012	5715	6386
LOC124904229	0	0	0	0
LINC01776	0	0	0	0
NFU1P2	0	0	0	0
LOC124900404	0	0	0	0
MIR137	0	0	0	0
MIR2682	0	0	0	0
LOC124904228	31	36	33	37
MIR137HG	9	6	8	2
LOC124904227	12	11	8	1
LINC01930	4	2	0	0
LOC100419654	0	0	0	0
DPYD-AS2	0	0	0	0
RPL26P9	0	0	0	0
SEC63P1	15	16	20	12
LOC124904225	0	0	0	0
LOC124904226	0	0	0	0
LOC105378867	0	0	0	0
DPYD-AS1	2	0	2	0
DPYD	19389	15533	18693	17002
PTBP2	2343	2383	2427	2778
RN7SKP270	1	0	0	0
RPL7P9	6032	5751	6655	5585
NDUFS5P2	0	0	0	0
RN7SL831P	0	0	0	0
LOC105378866	0	0	0	0
EEF1A1P11	98	63	102	69
UBE2WP1	0	0	0	0
LOC101060164	0	0	0	0
LINC01787	0	0	0	0
RNU1-130P	0	0	0	0
LINC02790	0	0	0	0
LOC124904592	0	0	0	0
LOC101928219	3	0	0	0
LINC02607	1	0	0	0
LINC01761	0	0	0	0
LOC107985420	0	0	2	0
LINC01650	0	0	0	0
LOC105379825	0	0	6	0
LOC105378864	0	0	0	0
LINC01760	0	0	0	0
RWDD3	432	507	421	400
RWDD3-DT	1	0	4	0
TLCD4-RWDD3	44	34	37	57
TLCD4	4198	3596	3666	3560
ALG14-AS1	0	0	0	0
LOC105378863	0	0	0	0
LOC124904224	0	0	0	0
ALG14	1938	2038	2007	2259
CNN3-DT	33	52	27	18
CNN3	8191	8763	8332	9246
SLC44A3	728	694	615	680
MIR378G	3	1	1	2
PGBD4P7	10	0	0	6
KATNBL1P2	2	2	0	4
SLC44A3-AS1	190	164	173	228
LOC105378861	2	0	0	0
MIR12133	0	0	0	0
LOC124904223	58	65	45	56
F3	14509	16025	16045	17836
RPL21P26	0	0	0	0
ABCD3	12302	12369	11963	12566
GAPDHP29	0	0	0	0
ARHGAP29-AS1	0	0	0	0
ARHGAP29	17540	20584	15719	20613
LOC124904821	0	0	0	0
RN7SL440P	0	0	0	0
LOC105378858	25	54	26	52
LOC124904222	0	0	0	0
ABCA4	6	18	2	5
MTCO1P21	0	0	0	0
MTCO2P21	0	0	0	0
MTATP6P13	0	0	0	0
MTCO3P21	0	0	0	0
MTND3P21	0	0	0	0
MTND4P11	0	0	0	0
CHCHD2P5	0	0	0	0
LOC124904221	2	2	0	2
GCLM	10381	11538	10058	11806
DNTTIP2	10150	9725	10563	10421
TRR-TCT1-1	19	16	10	7
LOC124904220	82	64	55	49
MIR760	0	7	5	9
LOC102723480	95	76	103	50
BCAR3-AS1	4	5	9	8
BCAR3	20615	20611	18725	22439
TRC-GCA7-1	0	0	0	0
RNA5SP53	0	0	0	0
FNBP1L	9446	9318	8773	9172
LOC100421273	0	0	0	0
DR1	17258	16998	16286	17563
CCDC18-AS1	647	649	575	615
LOC100130531	10	8	7	3
LOC107985521	25	11	12	18
RPL36AP11	0	0	0	2
CCDC18	2816	2747	2684	2592
TMED5	20466	19108	19755	19430
MTF2	2858	2866	2876	3081
RN7SKP123	0	0	0	0
RNU6-210P	0	0	0	0
LOC124904219	0	0	0	0
RN7SL692P	0	0	0	0
RNU6-970P	0	0	0	0
LOC100127934	0	0	0	0
LOC124900443	4	0	1	3
SNORA66	139	92	126	144
SNORD21	139	126	153	158
DIPK1A	1637	1921	1626	1970
RPL5	78249	76732	83314	80812
CCNJP2	0	0	0	0
H3P3	5	3	2	0
LOC100289500	0	0	0	0
RNU4-59P	3	0	1	0
HMGB3P9	26	19	32	19
LOC107985727	62	58	66	56
EVI5	6898	6177	6128	6158
GFI1	69	61	62	52
RN7SL824P	0	0	0	0
RPAP2	5629	5159	5544	5614
GLMN	1900	1843	2048	2092
ACTBP12	0	0	0	0
C1orf146	1	0	0	0
LOC100419803	2	0	0	0
PRKAR1AP1	11	6	3	10
GAPDHP46	0	0	0	0
BTBD8	924	787	865	692
SETSIP	65	48	80	62
LPCAT2BP	2	2	0	0
EPHX4	1551	1590	1739	1737
LOC124904218	818	821	727	732
BRDT	0	0	0	0
RN7SL653P	0	2	3	1
LOC124904659	4	0	2	0
TGFBR3	2182	2204	2318	2329
HSP90B3P	3	0	6	2
RPL39P13	1	0	1	1
WDR82P2	6	4	2	0
LOC102723436	8	8	2	4
CDC7	3248	3438	3208	3375
LOC105378856	4	2	12	10
LOC107985417	0	0	0	0
LOC124904661	0	0	0	0
FEN1P1	0	0	0	0
HFM1	0	0	0	0
RPL5P6	0	1	0	0
ZNF644	11299	11117	10947	11517
PHKA1P1	466	629	545	580
LINC01763	0	2	0	2
LOC124904217	3	8	0	0
LINC02609	38	23	21	28
BARHL2	0	0	0	0
SNORD3G	0	0	0	0
LINC02787	0	0	0	0
LOC105378851	0	0	0	0
LOC105378850	0	0	0	0
LOC107985088	0	0	0	0
RNU6-695P	0	0	0	0
LOC105378849	1	0	0	0
LOC105378848	0	0	1	0
ZNF326	5185	4246	4925	4411
GEMIN8P4	121	79	100	80
RN7SKP272	0	0	0	0
LOC105378847	25	10	9	21
LRRC8D	10671	11007	9424	11122
LOC101927975	0	0	0	0
LOC107985744	0	0	0	0
LOC124904833	0	0	0	0
LOC107985743	11	27	18	26
LOC100505788	0	0	0	0
LRRC8C-DT	3	0	8	7
LRRC8C	3440	3198	3259	3231
LOC124904216	0	0	0	0
LRRC8B	3692	3538	2954	3609
LOC105378844	4	0	0	14
GBP1P1	19	6	20	17
CAPNS1P1	0	0	0	0
GBP6	6	0	2	0
LOC729930	0	0	0	0
GBP5	36	4	6	15
LOC100421401	2	2	0	0
LOC107985076	0	0	0	0
GBP4	7	2	5	2
GBP7	0	0	0	0
LOC105378842	40	46	42	35
LOC112268267	15	14	14	8
GBP2	910	470	790	567
PTGES3P1	1310	1241	1011	1446
GBP1	2383	2013	2415	2266
LOC105378841	9	3	11	3
GBP3	2417	2062	2475	2142
LOC124904215	19	2	16	10
RBMXL1	5062	4271	4675	4475
LOC100130455	0	0	0	0
KYAT3	5091	5121	4822	5143
GTF2B	2378	2205	2403	2447
ELOCP19	134	97	131	150
RNU6-125P	7	8	6	14
LOC124904214	483	440	452	519
LOC124904213	55	57	73	65
PKN2	16446	15871	15744	16198
LOC105378838	0	0	0	0
RPL36AP10	0	0	0	0
PKN2-AS1	68	94	52	79
RN7SL583P	0	0	0	2
LOC105378839	0	0	0	0
LOC105378836	0	0	0	0
LOC101927871	0	0	0	0
LINC01773	0	0	0	0
LOC124904212	2	1	0	0
LOC107985518	0	0	0	0
LOC105378835	0	0	0	0
LOC107985408	0	2	0	0
RNA5SP52	0	0	0	0
LOC105378834	14	24	10	17
LOC105378833	14	19	7	21
LINC01364	0	0	0	0
LMO4	7499	7484	6788	7994
LINC02801	0	0	0	1
LINC01140	37	42	16	20
LOC100421468	28	21	35	21
LOC100421465	1	1	1	0
LOC124904211	48	38	58	48
HS2ST1	10130	9482	8851	9554
SELENOF	11532	12141	12187	12234
LOC105378831	0	0	0	2
RPL17P5	3	2	1	1
SH3GLB1	19701	19190	19025	20545
CLCA3P	28	0	14	8
CLCA4-AS1	79	41	54	75
CDCA4P2	0	0	0	0
CLCA4	6	0	6	4
LOC105378826	0	0	0	0
LOC105378827	0	0	0	0
LOC124904210	0	0	0	0
CLCA1	0	0	0	0
CLCA2	13084	9781	11350	10332
LOC100420166	0	0	0	0
MIR7856	6	1	3	1
ODF2L	3127	3035	3159	2967
LOC105378825	26	18	21	25
LOC124904209	28	41	14	26
LINC02795	25	32	24	18
RNA5SP51	0	0	0	0
COL24A1	8	10	0	5
LOC105378823	0	0	0	0
ZNHIT6	6378	6155	6184	6372
LOC107985057	64	64	61	78
LOC112268231	0	0	0	0
LOC124900422	0	0	0	0
CCN1	3579	3568	3489	4523
LOC124904208	43	48	51	34
DDAH1	5176	5507	4492	5729
BCL10-AS1	36	20	34	21
BCL10	5769	5048	5359	5437
C1orf52	2154	2252	2203	2398
LOC105378821	0	0	0	0
LOC124904207	70	84	86	67
SYDE2	3637	3563	3232	3529
MIR4423	0	0	4	4
DNAI3	147	146	188	243
MCOLN3	160	169	128	192
MCOLN2	1114	1096	1069	1084
LPAR3	8	3	4	0
LOC102724892	0	0	0	0
SSX2IP	6082	5993	5825	6103
LOC124904206	0	0	0	0
LINC01555	4	2	0	0
LINC01461	2	12	2	6
LOC105378819	19	14	4	2
CTBS	3051	3098	3077	3101
SPATA1	18	21	28	27
GNG5	7299	6265	7899	6739
RPF1	4794	4341	4686	4812
DNASE2B	4	0	0	0
UOX	0	0	0	1
SAMD13	106	78	87	91
LOC124904808	0	0	0	0
NEDD8P1	6	0	0	7
TXN2P1	58	23	23	33
PRKACB	3719	3778	3102	3775
LOC124904205	0	0	0	0
TTLL7-IT1	2	11	4	18
TTLL7	700	739	642	734
LOC101927560	29	20	24	14
LINC01725	16	18	11	4
ARF4P5	0	0	0	0
LOC107985043	0	0	0	0
LINC01712	0	0	0	0
LOC105378816	0	0	0	0
LINC01361	0	0	0	0
LINC01362	0	0	0	0
LOC107985396	0	0	0	0
LOC105378814	0	0	0	0
LOC124904204	0	0	0	0
ST13P20	0	2	0	0
RPS20P7	0	0	0	0
LOC101927434	0	0	0	0
ARID3BP1	12	4	6	6
HNRNPA3P14	0	0	0	0
ADGRL2	7859	8347	7530	8930
LOC107985018	0	0	0	0
RN7SKP247	0	0	0	0
RPL10AP4	0	0	0	0
LOC105378813	0	0	0	0
RPL7P10	0	0	0	0
MTND2P30	0	0	0	0
LINC01781	0	0	0	0
COX6A1P1	0	0	0	0
HNRNPA1P64	0	0	0	0
HMGB1P18	0	0	0	0
LOC553139	0	0	0	0
ADH5P2	2	0	2	4
LINC02792	0	0	0	0
LOC105378811	0	0	0	1
LOC105378812	0	0	0	0
LOC105378810	0	0	0	0
LOC107984998	1	10	0	10
PSAT1P3	3	1	2	5
ADGRL4	2	2	4	2
LOC124904203	0	0	0	0
LOC652549	0	0	1	0
RPL23P3	8	6	9	4
IFI44	1310	1006	1176	1117
IFI44L	5301	4264	4884	4518
PTGFR	560	327	518	382
RNA5SP23	0	0	0	0
MGC27382	116	53	72	52
RNFT1P2	0	0	0	0
LOC107984997	0	0	0	0
RNA5SP22	0	0	0	0
LOC100422537	0	3	1	3
RNU6-1102P	0	0	0	0
GIPC2	2	6	6	8
LOC100131495	0	0	0	0
DNAJB4	3305	2991	3142	2756
FUBP1	28970	25197	29907	27685
NEXN	105	163	124	142
NEXN-AS1	32	11	15	16
HSPE1P25	3	4	5	10
NSRP1P1	34	46	16	47
LOC653631	4547	4616	4553	4737
RNA5SP21	0	0	0	0
MIGA1	4992	5001	4500	4861
ACTG1P21	0	0	0	0
USP33	11746	11810	11263	11705
RN7SL370P	0	0	0	0
RNA5SP20	0	0	0	0
ZZZ3	12164	12376	10822	12325
LOC124904202	0	0	0	2
RNU7-8P	0	0	0	0
AK5	2	4	2	6
LOC105378808	209	133	216	202
LOC100421400	0	0	0	0
RPL17P6	1004	819	989	891
PIGK	5397	5077	5242	5278
MIR7156	0	0	0	0
ST6GALNAC5	12	16	11	20
LINC02567	0	0	0	0
RNU6-161P	0	0	0	0
TPI1P1	754	726	644	735
LOC124904201	0	0	0	0
LOC105378807	0	0	0	0
LOC100418965	0	0	0	0
ST6GALNAC3	58	69	28	68
LOC124904200	0	0	0	0
LOC101927342	0	1	0	0
LOC105378806	0	0	0	0
ASB17	0	0	0	0
MSH4	27	15	24	36
SNORD45B	251	324	279	269
SNORD45A	494	497	362	541
SNORD45C	471	371	511	395
RABGGTB	10771	10568	10972	11280
DLSTP1	174	137	128	131
ACADM	6353	6542	6293	6305
LOC100421536	1	0	0	0
RPL29P5	0	0	0	0
RNU6-503P	0	0	0	0
LOC100422213	0	0	0	0
SLC44A5	3670	3371	3405	3532
RNU6-622P	0	0	0	0
LHX8	6	6	0	6
TYW3	6946	6170	6806	6808
CRYZ	2435	2237	2380	2415
ERICH3-AS1	0	0	0	0
ERICH3	10	8	5	0
LRRC53	0	0	0	0
TNNI3K	0	1	0	0
FPGT	2163	1878	1995	1941
FPGT-TNNI3K	0	0	0	0
LRRIQ3	56	63	52	50
RNU4ATAC8P	0	0	0	0
RNA5SP50	0	0	0	0
LINC02238	0	0	0	0
LOC105378802	0	0	0	0
LOC107985391	0	0	0	0
LOC105378801	0	0	0	0
LINC01360	0	0	0	0
RN7SKP19	2	0	0	0
LOC105378800	0	0	0	0
KRT8P21	0	0	0	0
LINC02797	0	0	0	0
LINC02796	0	0	0	0
RNU6-1246P	0	0	0	0
LOC105378798	0	0	0	0
LOC105378796	0	0	0	0
LOC105378797	3	17	16	9
GDI2P2	16	12	11	10
NEGR1-IT1	0	0	0	0
NEGR1	173	163	123	182
LOC105378795	0	0	0	0
ZRANB2-DT	20	7	14	14
MIR186	99	87	76	92
ZRANB2	11656	11650	9855	10247
ZRANB2-AS1	7	7	7	4
PTGER3	13	12	2	2
LOC102724572	0	0	0	0
LINC01788	0	0	0	0
CASP3P1	0	0	0	0
LOC105378794	0	0	0	0
CHORDC1P5	0	2	0	1
LOC105378793	0	0	2	1
CTH	747	895	615	845
HHLA3-AS1	0	0	0	0
HHLA3	522	422	507	370
ANKRD13C	5636	5454	5463	5966
SRSF11	22997	20032	23960	23130
RN7SL242P	11	6	7	14
LRRC40	3758	3794	3807	4064
LRRC7-AS1	0	0	0	0
PIN1P1	0	0	0	0
RN7SL538P	0	0	0	0
LOC124904199	0	0	0	0
SGO1P1	0	0	0	0
LRRC7	0	0	0	0
LOC105378789	0	1	0	0
LINC01758	0	0	0	0
LINC02791	0	0	0	0
LOC105378787	0	0	0	0
LINC01707	0	0	0	1
LOC105378783	0	0	0	0
LOC107984967	0	0	0	0
TXNP2	0	0	0	0
DEPDC1-AS1	38	39	35	46
DEPDC1	12433	11929	12582	12542
RPE65	4	16	7	5
LOC124904198	11151	10325	8780	9168
ELOCP18	2	5	0	4
LOC105378782	0	0	0	0
COX6B1P7	0	0	0	0
RPS7P4	4	0	2	3
MIR1262	0	11	3	6
CTBP2P8	38	32	43	49
WLS	7128	6615	6892	7188
ARL5AP3	0	2	0	0
DIRAS3	45	28	17	28
LOC100133029	5	0	0	0
LOC124900403	2	14	3	7
GNG12-AS1	30	65	22	22
RNU7-80P	12	12	11	7
LOC105378781	1	2	6	0
GNG12	31225	31398	29638	33546
GADD45A	3635	4344	3952	4695
RN7SL392P	0	0	0	0
HNRNPCP9	0	0	0	0
LOC124904197	0	0	0	0
LOC105378780	0	0	0	0
RNU6-1031P	0	0	0	0
LINC01702	0	0	0	0
RNU6-387P	0	0	0	0
SERBP1	88663	79337	85243	84569
IL12RB2	2	7	0	4
DNAJB6P4	0	0	0	0
RNU4ATAC4P	0	0	0	0
RNU6-586P	0	0	0	0
IL23R	0	0	0	0
LOC124900434	0	0	0	0
C1orf141	0	0	0	0
SLC35D1	7244	6818	7047	7430
MIER1	11865	11052	11470	11931
DNAI4	154	136	151	125
INSL5	0	0	0	0
DYNLT5	0	0	0	0
MIR3117	0	0	0	0
LOC124904196	0	2	0	0
SGIP1	3	0	9	0
LOC105378776	0	0	2	0
RNU4-88P	0	0	0	0
PDE4B-AS1	0	0	0	0
PDE4B	559	378	548	400
RN7SL854P	0	0	0	0
LOC100422694	0	0	0	0
LOC124904827	4	0	3	0
LEPROT	7985	7077	7813	7557
LEPR	5355	6434	5624	6844
RNU2-15P	0	0	0	0
LOC112268227	23	68	22	35
COX6CP13	0	0	0	0
LOC102724416	0	0	2	0
DNAJC6	1284	1742	1386	1781
RPS29P7	19	25	15	22
AK4	20791	20607	20081	21609
MRPS21P1	0	0	0	0
LOC100129205	0	0	0	0
MIR101-1	1	4	3	1
MIR3671	5	2	2	9
RNU6-1176P	0	0	0	3
SLC2A3P2	8	6	7	12
LINC01359	8	7	16	8
LOC100130270	0	0	0	0
JAK1	17755	16824	16007	17383
RAVER2	4647	4601	4192	4443
MIR4794	0	0	3	0
LOC124904195	95	100	90	103
CACHD1	1070	1134	969	1125
LOC107984966	0	2	0	0
LOC124904732	0	0	0	0
RNU7-62P	0	0	0	0
LOC105378774	0	0	0	0
UBE2U	0	0	4	3
LOC105378773	0	0	0	0
ROR1-AS1	0	0	0	0
LOC105378772	0	0	0	0
RNU6-809P	0	0	0	0
CFL1P3	0	0	0	0
RPL19P3	0	0	0	0
ROR1	1343	1379	1513	1462
LOC105378771	20	50	7	43
RN7SL130P	42	44	44	53
PGM1	17845	18247	17474	19168
DLEU2L	79	61	118	96
RNU7-123P	0	0	1	0
RN7SL488P	2	0	0	0
EFCAB7	1051	930	1031	962
LOC102724319	0	0	0	0
ITGB3BP	2634	2774	2691	2703
ALG6	2274	2090	2134	2014
LOC441887	0	0	0	0
LOC124904741	0	0	0	0
MIR6068	0	0	0	0
FOXD3	0	2	0	0
FOXD3-AS1	0	0	0	2
RPSAP65	0	0	0	0
RNA5SP49	0	0	0	0
LOC105378770	0	0	0	0
LINC00466	3	2	0	3
LINC01739	0	0	0	0
ATG4C	1983	1944	1854	1968
LOC124904194	8	14	14	8
RPL13AP9	25	24	11	25
ANGPTL3	0	0	0	0
DOCK7	11449	11060	10083	11172
USP1	12553	12358	11355	13214
LOC105378768	0	0	0	0
RNU6-371P	0	0	0	0
KANK4	40	30	36	35
L1TD1	0	6	2	0
RPS15AP7	0	0	0	0
PIGPP2	0	0	0	0
MIR3116-2	0	0	0	0
MIR3116-1	0	0	1	0
RN7SL180P	8	3	3	4
LAMTOR5P1	5	12	8	9
LOC107984965	0	0	0	0
RNU6-1177P	2	9	6	1
MIR12132	4	9	4	8
RNU6-414P	14	6	7	6
PATJ	13354	13678	11740	13427
TM2D1	2253	2509	2822	2698
MGC34796	0	0	1	0
LOC107984964	0	0	0	0
LOC105378766	0	0	4	2
NFIA-AS1	1	2	0	0
NFIA	17548	15641	15367	15914
NFIA-AS2	0	0	0	0
LOC105378764	0	0	0	0
LOC101926964	0	0	0	0
LOC124904193	0	0	0	0
LINC01748	0	0	0	0
LOC107985379	0	0	0	0
LOC107984962	0	0	0	0
LOC105378761	0	0	0	0
LOC107984963	0	0	0	0
LINC02778	0	0	0	0
PGBD4P8	0	0	0	0
C1orf87	0	0	0	0
RN7SL475P	0	0	0	0
CYP2J2	79	97	69	63
HOOK1	7020	7000	6582	6970
LOC101926944	1	2	1	4
LOC105378758	0	0	0	0
MIR4711	0	0	0	0
LOC124904192	0	0	0	0
FGGY	523	521	546	515
FGGY-DT	26	13	31	25
HSD52	0	0	0	0
LINC01358	6	0	8	5
PHB1P3	1	1	1	2
LINC02777	72	92	84	48
LOC107984961	0	0	0	0
LOC101926907	78	82	67	78
LINC01135	8	9	12	23
JUN	2782	3254	2954	3401
LOC105378751	964	982	807	798
LOC124904191	0	0	0	0
LOC112268263	744	705	592	729
MYSM1	5607	5677	5726	6309
AK2P1	305	319	330	283
TACSTD2	2424	3185	2463	3224
RN7SL713P	0	0	0	0
OMA1	1554	1532	1457	1480
LOC107984960	20	10	10	17
VKORC1P2	0	0	0	0
RPS26P15	21	19	30	30
HNRNPA1P6	1	0	0	0
LOC105378746	0	0	0	0
DAB1-AS1	0	0	0	0
RPS20P5	0	0	0	0
LOC105378747	0	0	0	0
LOC105378748	0	0	0	0
DAB1	0	2	0	0
LOC112267900	0	2	0	0
C8B	0	0	0	0
C8A	0	0	0	0
FYB2	4	0	2	0
PRKAA2	1078	1233	1055	1033
LOC101929935	1	0	0	0
RPL23AP85	0	0	0	0
RPL21P23	0	0	1	0
PLPP3	458	324	552	395
LOC124904189	0	0	0	0
LINC01767	0	0	0	0
LOC124904185	22	14	21	14
LOC124904186	10	0	2	8
RPSAP20	0	0	0	0
LOC124904190	0	0	0	0
LOC124904187	4	0	0	0
LOC124904188	0	0	0	0
LOC124904591	0	0	0	0
LOC105378741	2	1	0	2
LOC105378737	0	0	0	0
LINC01755	0	0	0	0
PIGQP1	0	0	0	0
LINC01753	0	0	0	0
LOC105378740	2	0	0	0
RNU6-830P	0	0	0	0
RN7SKP291	0	0	0	0
MTCO2P34	2	0	0	0
GOT2P1	0	0	0	0
MIR4422	0	0	0	0
GYG1P3	2	0	2	0
MIR4422HG	0	0	1	0
LOC100507634	76	38	55	56
USP24	27671	26778	25473	27392
PCSK9	0	0	0	0
BSND	13	16	8	8
TMEM61	194	242	148	224
LOC105378736	0	0	0	0
TRK-CTT7-1	0	0	1	0
LOC124904184	15	38	14	16
DHCR24-DT	135	150	160	163
DHCR24	89616	83116	85369	92310
LOC124904183	27	10	15	33
LEXM	4	4	2	4
LOC124904182	3	0	0	2
TTC22	1763	1635	1546	1852
PARS2	923	925	929	972
TTC4	32	27	41	25
MROH7	0	0	0	3
MROH7-TTC4	3	6	1	0
FAM151A	5	6	8	10
ACOT11	5311	4607	5071	5067
HNRNPA1P63	0	0	0	0
TALDO1P1	0	0	0	0
LINC02784	0	0	0	0
LOC105378735	0	0	0	0
SSBP3-AS1	4	3	4	1
SSBP3	1223	1057	1200	1158
MRPL37	14527	14005	13405	15808
CYB5RL	819	701	798	852
CDCP2	2	1	3	2
LOC100507586	16	13	12	2
MIR4781	0	1	0	4
TCEANC2	2510	2498	2396	3021
TMEM59	11735	10678	11819	11198
LDLRAD1	0	0	0	4
HNRNPA3P12	24	5	15	10
LRRC42	3500	3664	3385	3872
LOC124904181	4	0	0	0
HSPB11	1501	1349	1573	1277
LOC124904180	6	1	4	1
DIO1	0	0	4	2
YIPF1	1706	1640	1590	1699
RPL37P7	0	0	0	0
LOC124904725	0	0	0	0
LOC124900439	12	12	17	15
NDC1	19951	18702	19577	19696
LOC124904179	14	20	14	15
RNU7-95P	0	0	1	0
GLIS1	58	39	38	70
DMRTB1	0	0	0	0
LOC105378733	0	0	0	0
SLC25A3P1	0	0	0	0
LINC02812	0	0	0	0
LOC105378731	0	0	0	0
LRP8-DT	5	10	9	7
LOC105378726	6	0	0	0
LOC105378728	15	16	12	13
LRP8	13465	13185	13030	14946
MAGOH-DT	37	37	51	57
MAGOH	2582	2675	2569	2761
CZIB	1915	2048	1835	2364
CPT2	3873	3897	3538	4114
CPT2P1	0	0	0	0
LOC105378724	0	0	0	0
LOC105379783	0	0	0	0
SLC1A7	0	0	0	0
HIGD1AP11	0	0	0	0
PODN	0	0	0	4
TUBBP10	59	64	62	63
RRAS2P1	281	235	291	267
H3P2	0	0	0	0
SCP2	8973	8763	9128	9602
LOC100652967	1	0	2	0
LOC112268226	2	2	10	10
ECHDC2	8228	7829	7948	9926
ZYG11A	31	37	40	56
RNU6-969P	0	0	0	0
RPS13P2	187	118	163	133
RNU2-30P	1	0	3	1
ZYG11B	11794	11431	11037	11782
RN7SL62P	0	0	0	0
NDUFS5P3	0	0	0	0
COA7	7113	7033	6567	7425
SHISAL2A	12	10	12	14
LOC124904178	0	0	0	0
GPX7	2	0	0	2
EEF1GP7	4	0	0	2
LOC105378723	8	4	14	0
TUT4	14746	14012	13496	14803
LOC124904850	23	8	17	22
PRPF38A	6874	6213	6990	7005
ORC1	2906	2586	2637	2800
PLA2G12AP1	41	23	17	20
CC2D1B	4546	4291	4167	4970
ANAPC10P1	17	20	24	26
DNAJC19P7	0	0	0	0
RPL9P12	0	0	0	0
PDCL3P6	13	13	20	7
LOC724060	0	0	0	0
LOC100190934	2	2	4	1
RN7SL788P	9	9	11	5
ZFYVE9	7526	7244	6801	7495
LOC107984956	62	52	51	53
BTF3L4	8847	9062	8173	9084
TXNDC12-AS1	0	1	0	0
KTI12	0	0	0	0
TXNDC12	11224	11254	9585	11120
RN7SL290P	0	0	0	0
RPS26P14	0	0	0	0
RNA5SP48	0	0	0	0
RAB3B	0	6	2	2
TSEN15P2	0	0	0	0
MIR761	0	0	0	2
NRDC	32098	28670	30354	30595
LOC124900447	0	0	0	0
SLC25A6P3	4	4	4	1
GAPDHP51	0	0	0	1
OSBPL9	12309	12015	11913	12245
LOC105378719	0	1	0	0
CALR4P	1	0	2	2
RNU6-1281P	0	0	0	0
EPS15-AS1	33	47	22	27
RNU6-877P	0	0	0	0
LOC100422413	0	0	0	0
EPS15	15167	14734	13616	14621
TTC39A-AS1	2	0	0	0
LOC124904177	8	12	6	20
TTC39A	138	70	105	88
RPS2P8	2	2	2	2
RNF11	10870	10348	10714	11329
LOC124904818	0	0	0	0
LOC107985472	0	0	0	0
LINC01562	1	2	0	2
CFL1P2	0	0	1	0
C1orf185	0	0	0	0
MIR6500	0	0	0	0
MIR4421	0	0	0	0
CDKN2C	2131	1985	1959	2094
LOC124904176	45	38	29	36
MRPS6P2	0	0	0	0
PHB1P12	0	0	0	0
LOC124904727	0	0	0	0
RNU6-1026P	0	0	0	0
FAF1-AS1	2	0	2	0
FAF1	8014	8232	7307	8485
LOC105378714	0	0	0	0
DMRTA2	2	6	4	3
FCF1P6	9	9	4	2
HMGB1P45	0	0	0	0
RPS2P11	1	2	0	0
LINC02808	0	0	0	0
LOC105378710	0	0	0	0
LOC105378711	0	0	0	0
ELAVL4-AS1	0	0	0	0
LOC105378709	0	0	0	0
ELAVL4	0	0	0	0
LOC105378708	0	0	0	0
MTND2P29	0	0	0	0
ZNF859P	0	0	0	0
LOC107984954	0	1	0	0
AGBL4-IT1	0	0	0	0
AGBL4-AS1	0	0	0	0
LOC124904851	0	0	0	0
LOC105378706	0	0	0	0
BEND5	0	0	0	0
AGBL4	0	0	0	0
RPL21P25	0	0	0	0
LOC124904175	0	0	0	0
RNU4-61P	0	0	0	0
LOC644462	132	139	107	164
RNU6-723P	0	0	0	0
PPP1R8P1	7	0	0	2
SPATA6	314	322	283	330
SLC5A9	0	0	0	0
SKINT1L	0	4	19	5
CYP46A4P	0	0	0	0
LINC02794	0	0	0	0
TRABD2B	26	24	14	26
LOC124904174	0	0	0	0
LINC01738	0	0	0	0
ATP6V0E1P4	0	0	0	0
LOC124904173	0	0	0	0
RPL21P24	0	0	0	0
FOXD2	178	198	173	166
FOXD2-AS1	649	543	582	581
FOXE3	8	11	6	15
LINC01389	41	65	36	55
CMPK1	25717	24495	24407	25217
STIL	5231	5013	4546	5710
TAL1	0	0	0	2
PDZK1IP1	3361	1245	3271	1296
LINC00853	7	8	6	5
LOC105378701	224	144	189	180
MTND1P34	10	2	0	10
CYP4A22	7	15	13	9
TUBAP9	8	5	2	6
CYP4Z1	73	35	40	22
LOC124904172	5	12	14	9
CYP4A44P	0	0	0	1
CYP4A27P	1	0	0	0
CYP4A43P	0	0	0	0
CYP4A26P	0	0	0	0
CYP4X1	3112	2870	2516	2636
CYP4A11	14	37	15	17
TUBAP8	4	2	4	10
CYP4Z2P	7	1	4	0
CYP4B1	694	587	524	578
LOC105378699	10	26	27	42
LOC105378698	74	77	85	99
EFCAB14	18663	17210	18414	18811
EFCAB14-AS1	0	0	4	5
TEX38	2	0	8	3
NENFP1	9	14	11	25
ATPAF1	5672	5688	5051	5860
LOC105378697	15	6	3	15
MOB3C	988	988	1072	1218
MKNK1	4389	4174	4497	4697
KNCN	0	0	0	0
MKNK1-AS1	7	3	1	4
TMEM275	0	0	0	0
DMBX1	19	22	22	30
LINC01398	0	0	0	0
FAAHP1	67	65	82	110
FAAH	1518	1623	1526	1909
NSUN4	4729	4618	4533	5117
UQCRH	16905	14327	18540	16431
LRRC41	15082	14590	13505	15892
RAD54L	2559	2726	2451	3228
