Gene_ID	DMSO_rep1	DMSO_rep2	GSK_rep1	GSK_rep2
LOC105377275	25	40	22	34
CXCL3	631	746	611	614
RN7SL218P	0	0	0	0
LOC124900715	0	0	2	8
CXCL5	0	0	0	0
PPBP	0	0	14	18
PF4	4	6	32	23
CXCL1P1	0	0	0	1
HNRNPA1P55	0	0	0	0
CXCL1	5307	9163	14353	17487
PF4V1	0	0	0	0
PPBPP1	0	0	0	0
CXCL6	0	0	0	4
CXCL8	827	967	8055	8471
LOC105377272	0	0	1	3
LOC124900714	0	0	1	0
RASSF6	927	927	1404	1215
LOC124900927	0	0	0	0
LOC107986287	10	0	0	0
LINC02499	0	0	0	0
AFM	0	0	0	0
AFP	0	0	12	0
ALB	10	7	4	8
LOC124900606	17	18	10	11
LOC124900180	30	32	29	26
ANKRD17-DT	529	457	317	331
LOC124900713	0	0	2	0
HMGA1P2	18	23	24	10
ANKRD17	31260	33746	32382	38582
LOC112268467	0	2	0	1
COX18	3526	3959	2600	3181
RNU6ATAC5P	0	0	0	0
LOC107986286	0	3	0	3
RNU4ATAC9P	0	0	0	0
LOC105377273	0	0	0	0
HNRNPA1P67	0	0	0	0
ADAMTS3	34	38	86	50
NPFFR2	0	0	0	0
RNA5SP163	0	0	0	0
GC	0	0	0	0
LOC105377271	0	0	0	0
LOC107986285	0	0	0	0
LDHAL6EP	0	0	0	0
LOC124900836	0	0	0	0
LOC107986208	0	0	0	0
LOC124900712	0	0	0	0
SLC4A4	6	6	35	33
DCK	1030	978	1596	1657
MOB1B	7461	6432	9273	9577
LOC124900711	0	4	2	4
RNU6-891P	0	0	0	0
LOC124900887	0	0	0	0
LOC124900710	6	1	7	5
GRSF1	14207	14961	15784	15871
LOC124900900	4	0	0	0
RUFY3	4544	4719	5446	5637
RNU6-784P	0	0	0	0
RNU6-520P	1	2	0	0
UTP3	2210	2588	2407	3958
LOC101927297	0	0	0	0
JCHAIN	2	0	0	3
ENAM	0	0	0	0
AMBN	0	0	0	0
AMTN	8	5	2	8
MUC7	0	0	0	0
OPRPN	0	0	0	0
SMR3B	0	0	0	0
SMR3A	0	0	0	0
CABS1	0	0	0	0
CSN3	0	0	0	0
FDCSP	4	5	2	12
ODAM	4	0	0	0
CSN1S1	0	0	0	0
SULT1E1	2854	2241	2840	2322
SULT1D1P	7	0	6	14
SULT1B1	245	146	594	538
UGT2A2	0	0	0	0
UGT2A1	6	0	0	0
LOC100422024	0	0	2	0
UGT2A3P7	0	0	0	0
UGT2B4	0	0	0	0
UGT2B24P	0	0	0	0
LOC100422029	0	0	0	0
UGT2B25P	0	0	0	0
LOC100422190	0	0	0	0
LOC642496	0	0	0	0
LOC100422022	0	0	0	0
UGT2B28	0	0	0	0
LOC100533845	0	0	0	0
LOC100422021	0	0	0	0
UGT2B11	0	0	0	0
LOC105377267	0	0	0	0
LOC642474	0	0	0	0
LOC101060162	0	0	0	0
LOC100127903	0	0	0	0
UGT2B7	14	13	100	118
LOC105377265	0	0	5	4
UGT2B26P	0	0	0	0
LOC100422020	0	0	0	0
UGT2B27P	0	0	0	0
LOC100132651	0	0	0	0
LOC100422402	0	0	0	0
UGT2B17	2	1	4	2
UGT2B29P	0	0	0	0
APOOP4	2	0	0	0
LOC100422188	0	0	0	0
TMPRSS11B	0	0	8	4
TMPRSS11BNL	0	0	1	0
FTLP10	0	0	0	0
LOC100420693	0	0	0	0
SYT14P1	0	0	0	0
LOC550113	0	2	0	0
TMPRSS11F	2	8	6	4
MTND2P41	0	0	0	0
POLR2MP1	21	36	21	22
RNU6-95P	0	2	0	0
TMPRSS11GP	0	0	0	0
TMPRSS11A	0	1	0	0
TMPRSS11D	0	0	0	2
LOC102724780	69	58	33	24
TMPRSS11CP	0	4	2	0
LOC124900175	13	5	10	2
GNRHR	0	0	4	4
LOC100419046	0	0	0	0
LOC100419862	12	11	21	0
ST3GAL1P1	0	2	0	0
UBA6-DT	773	634	909	992
LOC107986207	4	0	0	4
UBA6	11209	9384	13228	13632
STAP1	0	0	0	0
CENPC	1759	2179	1985	2600
RNA5SP527	0	0	0	0
RNU1-63P	2	0	2	2
LOC101927237	5	11	3	9
RNU6-699P	0	0	0	0
LOC105377262	0	0	0	0
RPS23P3	0	0	0	0
MIR1269A	0	0	0	0
IFITM3P1	0	0	0	0
LOC105377259	0	0	0	0
RNU2-40P	0	0	0	0
LOC105377258	0	0	0	0
EPHA5-AS1	1	2	0	2
RPL6P10	171	277	143	241
EPHA5	8	16	25	13
LOC124900852	0	0	0	0
LINC02835	0	0	0	0
LOC112268475	0	0	0	0
EFL1P2	0	0	0	0
LOC100533670	0	0	0	0
LINC02232	0	1	0	2
LOC105377255	0	0	0	0
LOC107986284	0	0	0	0
RPS6P5	0	0	0	0
MTCO3P28	0	0	0	0
MTND4LP31	0	0	0	0
MTND5P13	0	0	0	0
MTND6P16	0	0	0	0
MTCYBP16	0	0	0	0
MTCO3P27	0	0	0	0
DPP3P1	0	0	0	0
RNU6-191P	0	0	0	0
TECRL	0	0	0	0
LOC124900851	0	0	0	0
LOC105377254	0	0	0	0
LOC105377253	0	0	0	0
LARP1BP1	0	0	0	0
EXOC5P1	3	20	6	1
HMGN1P11	0	0	0	0
LOC100131441	0	0	0	0
LOC124900921	0	0	0	0
LOC124900709	0	0	0	0
LOC100289193	0	0	0	0
RPL21P47	0	0	0	0
LOC101927145	0	0	0	0
RPS15AP17	0	0	0	0
ADGRL3-AS1	0	0	0	0
RPS12P9	0	0	0	0
RPL17P19	11	4	7	8
ADGRL3	1752	1779	1421	1357
LOC124900173	91	87	53	89
LINC02271	0	0	0	0
MIR548AG1	0	0	0	0
LOC100421808	0	0	0	0
LINC02496	0	0	0	0
RNU6-1325P	0	0	0	0
LINC02429	0	0	0	0
LOC105377246	0	0	0	0
LOC107986228	0	0	0	0
LOC124900833	0	0	0	0
LINC02494	0	0	0	0
SRIP1	0	0	0	0
LOC105377670	0	0	0	0
LOC124900904	0	0	0	0
LINC02380	0	0	1	2
RPS26P24	0	0	0	0
LOC107986283	0	0	0	0
IGFBP7-AS1	58	38	412	344
LOC124900898	1	0	8	5
UBE2CP3	0	0	0	0
IGFBP7	602	724	3576	3886
RNU6-998P	10	3	7	5
LOC124900913	5	10	5	7
POLR2B	16301	18732	19233	21369
NOA1	8032	9133	7644	7769
REST	11334	10913	9676	11278
SPINK2	0	0	0	2
RN7SL357P	0	0	0	0
LOC105377668	0	0	0	0
RN7SL492P	0	0	0	0
LOC285453	6	0	0	2
RPL17P20	0	0	0	0
CHAER1	2	0	2	6
LOC105377666	0	0	0	0
LOC124900708	2	0	0	0
HOPX	78	61	8	24
GLDCP1	3	0	7	0
THEGL	5	12	6	16
LOC105377665	0	0	0	0
ARL9	23	32	39	34
SRP72	29794	27649	22115	24272
LOC124900706	113	116	85	112
PAICS	36591	37172	39210	39766
PPAT	6553	5874	6492	6445
RPL7AP31	0	2	0	3
AASDH	3118	2974	2096	2225
RNA5SP162	0	1	0	0
MRPL22P1	0	0	0	0
LOC124900707	0	1	0	10
RNU6-197P	0	0	0	0
LOC101928760	2	0	0	4
RNA5SP161	0	0	0	0
CRACD	447	376	339	323
LOC124900705	0	0	0	0
CEP135	503	711	1193	1521
LOC105377663	4	18	24	31
RNU6-652P	18	19	12	14
EXOC1	4866	5096	5614	6489
LOC105377661	0	0	0	0
EXOC1L	0	0	0	0
RNU6-276P	0	0	0	0
LOC105377660	0	0	1	0
NMU	73	142	729	1047
PDCL2	0	2	2	2
LOC124900704	10	10	4	8
RN7SKP30	30	23	21	31
CLOCK	12515	11185	12152	13647
TMEM165	10772	12087	10831	11730
LINC02928	151	176	24	106
SRD5A3-AS1	5	16	2	8
FCF1P8	0	0	0	0
SRD5A3	8256	8139	3141	3805
LRRC34P2	0	0	0	0
RNU6-746P	0	0	0	0
LOC100128865	0	0	0	0
RN7SL822P	0	0	0	0
KDR	381	609	189	399
RN7SL424P	0	0	0	0
RNU6-410P	0	1	8	3
LOC124900703	49	50	106	148
RPL38P3	0	0	0	0
LINC02358	0	0	0	0
LOC105377657	0	0	0	0
KIT	0	2	4	0
LINC02260	0	0	0	0
LINC02283	0	0	0	0
PDGFRA	0	0	6	4
RPL22P13	0	0	0	0
LOC124900925	0	0	0	0
LOC124900899	0	0	0	0
GSX2	0	0	0	0
MORF4L2P1	0	0	0	0
CHIC2	1038	839	922	998
RPL21P44	56	75	76	55
LOC100129728	0	4	0	3
LOC124900702	0	0	0	1
LOC100506444	0	0	0	0
LNX1-AS2	0	5	4	4
COMMD5P1	0	0	0	0
LNX1-AS1	0	0	0	0
LNX1	35	36	22	54
FIP1L1	3918	4599	3559	4279
LOC105377654	26	17	26	34
RNU6-310P	1	2	0	0
LOC124900701	0	0	0	0
LOC101928658	0	0	0	0
SCFD2	4006	4160	4506	5008
RASL11B	136	205	320	258
LOC124900700	7	20	4	9
LINC01618	8	1	4	1
LOC107986281	63	66	93	109
LOC124900185	0	0	0	0
ERVMER34-1	3258	3887	4373	5623
SNORA26	45	72	77	92
MIR4449	25	15	59	27
DANCR	7906	10371	12874	14173
USP46-DT	120	147	48	83
USP46	3084	3138	3195	3403
LOC124900897	0	0	0	0
RNU6-1252P	0	0	0	0
LOC100419861	0	0	0	0
LOC107986279	0	0	0	0
SPATA18	2900	3715	5113	5256
LINC02480	0	0	0	0
SGCB	2899	3023	3703	4048
LRRC66	61	95	205	209
RPL37AP2	0	0	0	0
DUTP7	0	0	0	0
DCUN1D4	8153	8208	7778	8273
SNX18P25	0	7	0	6
SNX18P24	56	90	316	243
MTCO3P42	0	0	2	2
LOC107986214	0	2	0	0
ANKRD20A17P	0	0	1	0
TPI1P4	0	0	2	0
CWH43	0	0	0	0
LOC124900176	0	0	0	0
RNU6-158P	0	0	0	0
OCIAD2	1691	2177	2800	3937
OCIAD1-AS1	0	0	0	0
OCIAD1	12881	14315	12293	13868
RNU5E-3P	0	2	0	0
FRYL	10395	10557	12507	13989
ZAR1	6	7	7	7
SLC10A4	4	4	0	6
LOC107986278	94	74	83	60
SLAIN2	6875	6897	6853	7821
LOC105374445	265	276	151	110
TEC	382	435	397	540
LOC124900886	0	1	0	0
RNU6-838P	0	0	1	4
TXK	103	103	105	120
NIPAL1	1411	1174	1992	2438
CNGA1	44	92	49	70
LOC101927157	43	43	25	39
NFXL1	4574	4367	3765	4080
LOC101927179	15	12	29	12
RPL15P7	10	24	9	6
MIR8053	0	0	0	0
LOC105374444	48	32	20	37
CORIN	282	318	163	171
RPL21P52	0	0	0	0
ATP10D	3899	4242	5123	5770
LOC107986277	0	0	0	0
COMMD8	761	889	1008	1107
LOC124900908	0	0	0	0
GABRB1	0	0	0	4
GABRA4	0	0	0	0
COX7B2	0	0	0	0
RAC1P2	135	225	122	183
RNU6-412P	0	0	0	0
GABRA2	371	194	2704	2203
GABRG1	4	0	0	0
RN7SKP199	0	0	0	0
RNU6-931P	0	0	0	0
LOC100419154	0	0	0	0
THAP12P9	0	0	0	0
LOC100533736	0	0	0	0
LOC124900850	0	0	2	4
PRDX4P1	0	0	0	0
LOC105374441	0	0	0	0
LOC100419045	0	0	0	0
LOC105374440	2	7	2	3
LOC112268465	0	0	0	0
LOC105374439	34	18	12	5
GNPDA2	2161	2002	2805	2600
GUF1	7200	6515	5391	5411
YIPF7	15	14	16	10
LOC107986275	31	14	33	35
KCTD8	98	81	125	116
LINC02475	0	0	0	0
LOC105374438	0	0	0	0
LOC124900849	0	0	0	0
NDUFB4P12	2	15	0	5
RN7SL193P	0	0	0	0
LOC124900848	0	0	0	0
RN7SL691P	0	0	0	0
PGBD3P4	0	0	0	0
LINC02383	0	0	0	0
RPS2P21	0	0	0	0
LOC105374433	0	0	25	19
LOC105374434	0	0	0	0
LOC105374432	0	0	0	0
GRXCR1	0	0	0	0
RN7SKP82	0	0	0	0
LOC105374430	0	0	0	0
CCNL2P1	4	3	2	2
LOC124900698	0	0	0	0
RPS7P7	0	0	0	0
ATP8A1	3021	2841	1142	1007
SHISA3	0	0	0	0
LOC105374428	0	0	0	0
LOC124900697	0	0	0	0
BEND4	0	0	0	0
ATP1B1P1	128	76	96	70
SLC30A9	11275	10799	8687	9153
DCAF4L1	173	226	315	350
TMEM33	38703	36421	28021	30260
LOC105374426	189	258	78	98
LOC124900696	0	0	0	0
LINC00682	33	52	9	21
HMGB1P28	0	0	0	0
RNU1-49P	0	0	0	0
PHOX2B-AS1	0	0	2	0
PHOX2B	0	0	0	0
OR5M14P	0	0	0	0
LOC105374421	8	8	5	19
LOC105374423	24	24	10	6
RPL12P20	16	6	28	32
LIMCH1	7127	6325	8013	8471
UCHL1	38	10	28	14
UCHL1-DT	0	0	0	0
RNU6-1195P	0	0	0	0
RNU6-836P	0	0	0	0
RNA5SP160	0	0	0	0
LOC124900907	14	11	7	14
APBB2	22909	24011	21446	23376
ARL4AP2	0	0	0	0
NSUN7	8	17	2	8
MIR4802	7	0	5	0
RPL37P14	0	0	0	0
RBM47	4324	4696	3160	4027
RNU7-74P	0	0	0	0
CHRNA9	20	18	250	320
LINC02265	25	22	21	13
RHOH	0	2	1	4
LOC124900183	0	7	1	6
RNU6-1112P	1	1	3	2
N4BP2	2003	2076	1476	1650
LOC344967	14	18	30	16
KRT18P25	0	0	0	0
PABPC1P1	0	4	0	0
RNA5SP159	0	0	0	0
PDS5A	29696	30296	26431	30236
ZBTB12BP	6	14	1	8
RN7SL558P	54	17	48	28
UBE2K	12918	12685	12891	13696
SMIM14-DT	34	23	6	16
RNU7-11P	4	0	0	0
SMIM14	5287	4918	1894	2187
UGDH-AS1	576	559	140	140
UGDH	5534	5705	4311	4784
LOC401127	57	18	14	19
LIAS	1463	1558	1285	1308
RPL9	9850	20378	8334	20171
MIR5591	0	0	0	0
KLB	0	3	4	2
RNU6-887P	0	0	0	0
RNU6-32P	8	5	0	16
RFC1	7466	9122	8446	10488
WDR19	4476	5263	2258	2375
LOC105374418	0	3	0	0
KLHL5	12641	14066	8174	10294
TMEM156	511	371	1106	1026
MIR574	2	5	18	8
FAM114A1	4262	4356	3192	3921
TLR6	2304	2261	1542	1568
LOC124900695	36	29	19	46
TLR1	1031	1244	830	1509
TLR10	30	15	34	46
RNA5SP158	0	0	0	0
LOC105374413	4	0	4	16
KLF3	13307	12630	8858	10348
KLF3-AS1	190	193	127	149
LINC02278	4	0	14	14
LINC01259	0	0	0	0
LINC01258	0	0	0	0
LINC02513	0	0	0	0
LOC105374409	0	0	0	0
LOC124900694	0	0	0	0
LOC105374408	0	0	0	0
LOC124900693	170	69	46	52
LOC124900692	0	0	0	0
MRPS33P2	0	0	0	0
PSME2P4	0	2	4	0
PTTG2	4	17	8	4
TBC1D1	6270	6604	8440	9604
HNRNPRP3	431	431	349	390
PGM2	6685	6987	9657	9991
RPL21P45	0	0	0	0
LOC105374406	6	2	2	0
LOC105374404	0	0	0	0
RELL1	4135	4323	6764	7800
LOC124900691	10	18	8	18
C4orf19	179	187	253	251
NWD2	12	51	2	8
MIR4801	0	0	0	0
LOC105374402	0	0	0	0
LOC101928721	0	0	0	0
LINC02616	0	0	0	0
LOC100130532	0	0	0	0
LINC02505	0	0	0	0
MIR1255B1	0	0	0	0
LOC105374399	0	0	0	0
DTHD1	0	0	0	0
LOC439933	24	24	6	16
LOC651644	14	23	11	6
ARAP2	6073	5564	4613	5185
LOC124900847	0	2	0	0
LOC105374397	1	0	0	0
LOC105374396	0	2	0	0
RNU6-573P	0	0	0	0
SEC63P2	0	0	0	0
LOC124900846	0	0	0	0
LOC124900893	0	0	0	0
LOC107986272	0	0	0	0
LINC02484	0	0	0	0
RPL31P31	0	0	0	0
LOC101928622	0	0	0	0
LOC105374392	0	0	0	0
LOC105374391	0	0	0	0
LOC124900832	0	0	0	4
MAPRE1P2	0	0	1	0
LOC124900831	0	0	0	0
LOC107986223	0	0	0	0
LINC02353	0	0	0	0
LOC102723846	0	0	0	0
LOC124900845	0	0	0	0
LOC105377651	0	0	0	0
LINC02506	0	0	0	0
LOC107986222	0	0	0	0
LOC105374566	0	0	0	0
LINC02501	0	0	2	0
LOC105374564	0	0	0	0
LINC02497	0	0	0	0
MTCYBP43	0	0	0	0
PCDH7	1085	1195	6301	6128
LOC124900844	0	6	8	7
LOC100130674	0	0	0	0
RPS3AP17	0	0	0	0
LOC105374562	0	0	0	0
EEF1A1P21	0	0	0	0
LOC107986221	0	0	0	0
LOC124900885	0	0	0	0
LOC100533708	0	0	0	0
LOC100418700	0	0	0	0
LINC02472	0	0	0	0
LINC02364	0	0	0	0
MESTP3	0	0	0	0
MIR4275	0	0	0	0
RN7SL101P	0	0	0	0
LOC105374559	0	0	0	0
LOC105374558	0	0	0	0
LOC105374556	0	0	0	0
LOC107986268	0	0	0	0
LOC124900843	0	0	0	0
LOC107986269	0	0	0	0
LOC105374557	2	0	0	8
LOC105374553	0	0	0	0
LOC105374552	0	0	0	0
LOC105374550	0	0	0	0
LOC105374549	0	0	0	0
LOC105374548	0	0	6	4
LOC105374547	0	0	0	0
IGBP1P5	0	0	0	0
MRPL51P1	0	0	0	0
LOC124900842	0	0	0	0
LINC02261	11	15	0	5
PIMREGP4	0	0	0	0
STIM2	2070	2558	2517	3102
STIM2-AS1	4	16	8	7
LOC124900179	1	5	0	3
TBC1D19	2341	2028	1613	1679
CCKAR	0	0	0	0
LOC105374542	0	0	0	0
LOC124900690	2	0	0	0
LOC105374545	0	0	0	0
LOC105374541	0	0	0	0
LOC645481	0	0	0	0
RBPJ	9378	9685	9110	9257
LINC02357	0	0	0	0
LOC124900689	6	5	4	1
SMIM20	1638	1534	1183	1276
LOC105374538	9	6	1	9
LOC124900688	0	0	0	0
LOC102723733	46	39	4	14
MTCO3P44	5	5	0	0
MTND3P5	3	0	0	1
MTND4LP22	2	2	0	0
MTND4P9	2	0	0	0
SEL1L3	22834	22174	7983	8711
SLIRPP2	0	0	0	0
RPS29P11	0	0	0	0
SLC34A2	0	0	0	2
LOC100288962	0	0	0	0
LOC124900687	0	0	0	0
RNU7-126P	0	0	0	0
LOC101929161	0	0	0	0
LOC645433	4	5	0	0
LOC105374536	14	17	15	20
ANAPC4	2120	2470	2360	2648
LOC124900686	8	3	7	7
ZCCHC4	1090	982	855	900
LOC124900685	8	19	18	14
LOC124900916	2	9	2	2
PI4K2B	4167	4246	4629	4633
LOC105374535	36	32	9	12
SEPSECS-AS1	15	31	25	35
SEPSECS	2510	2220	1746	1581
LOC105374534	12	24	6	6
LOC124900684	0	0	0	0
LGI2	2	0	8	0
LOC102723675	0	6	0	3
CCDC149	1877	1918	981	1295
SOD3	0	0	0	0
HNRNPA1P65	0	0	0	0
LOC124900683	4	4	3	16
LINC02473	0	0	2	4
ATP5MGP3	0	0	0	0
LOC124900682	2	0	0	0
RN7SL16P	19	27	18	19
DHX15	15246	17002	26185	28094
MIR573	26	22	19	40
LOC124900681	0	0	0	0
LOC124900678	0	0	0	0
LOC124900679	0	0	0	0
PPARGC1A	446	500	170	178
LOC105374527	0	0	0	0
LOC124900680	0	0	0	0
LOC105374528	0	0	0	0
RFPL4AP3	0	0	0	0
LOC105374523	0	0	0	0
LOC105374524	0	0	0	0
RPS27P13	0	1	0	0
MIR12115	0	0	4	0
ADGRA3	9052	9860	9014	10360
LOC124900841	533	486	308	355
LOC124900906	0	0	0	0
LOC100505912	48	36	39	40
RNU6-420P	0	0	0	0
KCNIP4-IT1	0	0	0	2
LOC124900677	0	2	0	0
MIR7978	0	0	0	0
PACRGL	2368	2388	2392	2454
LOC105374515	0	0	0	0
MIR218-1	0	2	0	0
SLIT2-IT1	14	10	5	7
SLIT2	4529	3501	4951	4797
LOC105374514	0	0	0	0
LOC105374513	0	0	0	0
LOC105374511	0	0	0	0
RPL21P46	1	0	2	1
LINC02438	0	0	0	0
RNA5SP157	0	0	0	0
LOC107986263	0	0	0	2
LOC105374510	0	0	0	0
LOC107986262	0	0	0	0
LOC107986220	0	0	0	0
KRT18P63	0	0	0	0
LCORL	2713	3014	1803	1906
NCAPG	497	787	3434	3556
DCAF16	4625	4993	2694	3463
FAM184B	40	67	72	84
MED28	8398	9517	6867	6989
LAP3	5392	6185	5976	6667
NACAP5	0	0	0	0
LOC124900895	0	0	0	0
CLRN2	0	0	0	0
QDPR	2855	3136	3635	3640
LOC124900676	8	22	10	16
RPS7P6	7	0	0	0
SNORA75B	0	0	0	0
LOC107986219	1	0	0	0
LINC02493	0	0	0	0
LOC105374507	0	0	0	0
MTND5P4	0	0	0	0
LOC107986188	0	0	0	0
LOC124900604	0	0	0	0
LDB2	0	0	2	0
LOC124900675	0	0	0	0
LOC105374505	0	2	0	0
ZEB2P1	0	0	0	0
LOC100421364	2	1	0	5
LOC124900674	53	60	27	38
RPS21P4	0	7	0	4
TAPT1-AS1	563	556	167	164
LOC107986187	24	38	22	31
TAPT1	3462	3188	2565	2982
LOC105374502	2	0	0	0
LOC107986261	0	2	0	0
LOC124900884	0	0	0	0
PROM1	0	0	0	5
FGFBP2	0	0	0	0
FGFBP1	932	1415	3771	7003
HPRT1P1	0	0	0	0
CD38	0	14	2	0
LOC107986186	0	0	0	0
LOC100288771	0	0	0	0
RPL10AP7	0	0	0	0
BST1	45	71	2	14
FAM200B	2104	2124	1865	2110
FBXL5	12783	10355	12783	13340
LOC124900671	108	58	109	100
LOC124900672	72	37	90	63
CC2D2A	790	1153	287	307
LOC107986185	2	0	0	10
C1QTNF7	6	0	4	4
LOC124900673	14	8	10	7
RN7SKP170	0	0	2	4
LOC105374496	0	0	0	0
MTND2P31	1	0	0	0
LINC00504	23	16	12	18
LOC124900670	0	0	0	0
KLF17P2	0	0	5	1
LINC01085	0	0	12	3
LOC391636	0	0	2	0
LOC107986182	13	17	15	8
LOC101929048	0	0	0	0
LINC01182	0	0	0	0
RPL32P12	0	0	0	0
LOC100288683	0	0	0	0
MIR5091	6	6	8	2
BOD1L1	7198	9151	6498	10478
LINC01096	0	0	0	2
NKX3-2	146	159	83	95
LINC01097	0	4	0	4
LOC124900669	0	0	2	0
LOC105374495	0	0	0	4
RAB28	1164	1121	801	962
HSP90AB2P	6	1	3	9
LOC124900668	176	110	64	57
LOC105374493	504	503	178	227
LOC107986181	0	0	0	0
ECM1P2	0	0	0	0
LOC105374490	0	0	0	0
LOC105374492	22	15	8	1
RNU6-578P	0	0	0	0
LINC02270	0	0	0	0
LOC107986179	0	0	0	0
LOC105374489	0	0	0	0
MIR12113	0	0	0	0
LINC02360	0	7	0	0
LOC107986178	0	1	9	12
RNA5SP156	0	2	2	0
HS3ST1	82	110	124	147
MIR572	0	0	0	0
RNPS1P1	15	23	22	24
LOC105374488	0	0	0	0
LOC105374479	0	0	0	0
LINC02498	0	0	0	2
LOC105374480	0	0	0	0
LOC105374481	0	0	0	0
LOC105374482	0	0	0	0
CLNK	0	2	4	0
LOC100130072	0	0	0	0
ZNF518B	612	719	712	732
LOC100287951	0	2	2	1
LOC107986260	3	0	4	4
LOC124900667	0	0	0	0
LOC100422639	0	0	0	0
LOC100422638	0	0	0	0
LOC100422637	0	0	0	0
RAF1P1	0	0	0	0
LOC100129344	0	0	0	0
LOC124900666	51	53	34	51
RNA5SP155	44	36	49	37
MIR3138	6	6	5	7
WDR1	19156	21928	34791	39025
LOC124900665	0	0	0	0
LOC124900664	43	72	107	120
SLC2A9-AS1	0	0	2	4
RNA5SP154	4	6	18	15
DRD5	2	0	0	0
SLC2A9	7600	7075	17603	19629
OR7E35P	0	0	0	0
EVA1CP1	1	0	0	1
ALG1L3P	4	0	4	6
FAM86MP	4	1	1	3
ENPP7P11	0	0	0	0
LOC124900660	0	0	0	0
SNRPCP13	2	0	0	0
RPS3AP19	0	0	0	0
MIR548I2	0	0	0	2
RPS24P11	0	0	0	0
LOC101928948	0	0	0	1
OR7E83P	0	0	0	0
UNC93B7	0	0	0	0
OR7E85P	0	0	0	0
LOC124900662	0	0	0	0
OR7E84P	0	0	0	0
OR7E86P	0	0	0	0
DEFB131A	0	0	0	0
DEFB130D	0	0	0	0
RNA5SP153	0	0	0	0
DEFB108F	0	0	0	0
LOC105378242	0	0	0	0
USP17L6P	0	0	0	0
USP17L30	0	0	0	0
USP17L9P	0	0	0	0
USP17L29	0	0	0	0
USP17L28	0	0	0	0
USP17L27	0	0	0	0
USP17L5	0	0	0	0
USP17L26	0	0	0	0
USP17L25	0	0	0	0
USP17L24	0	0	0	0
USP17L22	0	0	0	0
USP17L21	0	0	0	0
USP17L20	0	0	0	0
USP17L19	0	0	0	0
USP17L18	0	0	0	0
USP17L17	0	0	0	0
USP17L16P	0	0	0	0
USP17L15	0	0	0	0
USP17L14P	0	0	0	0
USP17L13	0	0	0	0
USP17L12	0	0	0	0
USP17L11	0	0	0	0
USP17L10	0	0	0	0
LOC124900661	0	0	0	0
FAM90A26	2	0	8	2
ALG1L14P	0	0	0	0
FAM86KP	122	119	46	42
LOC124900663	5	2	0	3
ENPP7P10	37	30	48	92
SNRPCP16	6	8	0	0
LOC105369250	60	57	30	36
LOC100286946	0	0	0	0
OR7E111FP	0	0	0	2
UNC93B8	0	0	2	0
OR7E85BP	0	0	0	0
LOC124900659	151	186	226	199
CPZ	13	10	4	4
GPR78	2	4	0	9
TRMT44	2619	2820	2655	2900
RNA5SP152	0	0	1	0
ACOX3	10203	12473	6027	6902
LOC124900658	0	5	9	14
LINC02517	0	0	4	0
HTRA3	2	1	6	0
LOC105374373	0	0	0	0
SH3TC1	3253	2952	4980	4902
GMPSP1	114	102	106	155
MIR95	10	11	1	0
LOC124900657	10	24	36	54
ABLIM2	4250	4438	1457	1638
LOC389199	29	25	58	41
LOC124900656	0	2	4	0
AFAP1	12772	10811	14695	14502
AFAP1-AS1	355	460	573	779
LOC124900654	0	0	0	2
LOC124900655	0	0	0	0
MIR4274	0	0	0	0
PSAPL1	0	0	2	0
TRSUP-TTA3-1	0	0	0	1
MIR4798	0	0	0	0
LOC105374371	0	0	0	0
SORCS2	34	25	102	147
RN7SKP36	0	0	0	0
LINC02447	19	14	6	1
LOC105374370	4	19	3	2
LOC105374368	2	7	1	4
GRPEL1	6218	6309	7240	9149
TADA2B	5012	4970	4075	3693
CCDC96	50	86	80	81
LOC100129931	293	344	380	399
RN7SKP292	12	16	30	33
TBC1D14	18439	19797	19963	22465
KIAA0232	6916	6978	5857	6738
LOC105374367	42	48	16	38
BLOC1S4	1518	1363	1510	1561
LOC105378240	7	9	7	3
MRFAP1L1	2530	3670	1674	2857
S100P	12048	12405	2781	6396
LINC02481	12	25	6	11
LOC93622	2569	2505	947	1091
LINC02482	353	352	278	264
LOC124900840	2	0	0	0
MRFAP1	24731	27416	21652	25417
LOC124900653	281	300	191	142
MAN2B2	5320	6571	3427	4137
LOC105374365	0	0	0	0
PPP2R2C	1936	1665	1576	1683
WFS1	2702	2358	2634	2826
JAKMIP1-DT	0	0	0	0
JAKMIP1	0	0	0	0
MIR378D1	0	0	0	0
C4orf50	0	0	4	2
CRMP1	16	26	25	39
EVC	8174	8884	7359	8869
LOC124900166	75	35	32	49
EVC2	782	803	541	688
LINC01587	0	0	8	0
RN7SKP275	0	0	0	0
LOC107986256	0	0	2	10
STK32B	0	4	4	6
CYTL1	0	0	0	2
LOC107986218	0	0	0	0
RN7SKP113	0	0	0	0
LOC101928306	0	0	0	0
LDHAP1	0	0	0	0
MSX1	462	297	742	555
LINC01396	8	2	0	2
LOC101928279	95	84	17	11
SNORD162	16	7	3	2
LOC101928237	9	4	0	3
STX18-AS1	134	89	33	49
LOC124900165	344	322	77	113
LOC107986254	62	58	37	71
RPS7P15	0	0	0	0
STX18-IT1	1	9	7	9
STX18	1600	2012	1387	2096
NSG1	181	434	570	677
LOC112268462	0	0	0	0
ZBTB49	357	289	395	465
LYAR	1560	1802	2143	3434
TMEM128	1612	1448	1443	1402
