## RunInfo	version:1.0.3	nmap_idx:53793034	nunmap_idx:0	annotated_features:13545	total_fragments:53793034	pair_mapped:53685806	pair_mixed:107228	single_mapped:0	unmapped:0	unique:53793034	ambig:0	overlap_unique:195989	overlap_ambig:0
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
L1FLnI_14q12sa	10027	23	23.00	9.62e-05	23	23	23	23	23.00	9.62e-05
L1FLnI_5q21.3p	10419	23	23.00	9.58e-05	23	23	23	23	23.00	9.58e-05
L1FLnI_3p22.1z	10382	23	23.00	9.55e-05	23	23	23	23	23.00	9.55e-05
L1FLnI_4q12ia	10130	23	23.00	8.75e-05	23	23	23	23	23.00	8.75e-05
L1FLnI_4p15.32b	10010	23	23.00	8.67e-05	23	23	23	23	23.00	8.67e-05
L1FLnI_13q12.3h	10121	23	23.00	8.37e-05	23	23	23	23	23.00	8.37e-05
L1FLnI_22q13.31a	9551	23	23.00	8.32e-05	23	23	23	23	23.00	8.32e-05
L1FLnI_14q23.3m	10908	23	23.00	8.29e-05	23	23	23	23	23.00	8.29e-05
L1FLnI_7q21.13r	10137	23	23.00	8.28e-05	23	23	23	23	23.00	8.28e-05
L1FLnI_2p13.2f	9362	23	23.00	8.09e-05	23	23	23	23	23.00	8.09e-05
L1FLnI_5p15.2c	10372	23	23.00	7.97e-05	23	23	23	23	23.00	7.97e-05
L1FLnI_Xq11.2c	8858	23	23.00	7.87e-05	23	23	23	23	23.00	7.87e-05
L1FLnI_5q23.1k	10218	23	23.00	7.78e-05	23	23	23	23	23.00	7.78e-05
L1FLnI_15q22.2e	8508	23	23.00	7.69e-05	23	23	23	23	23.00	7.69e-05
L1FLnI_20p11.1c	10156	23	23.00	7.63e-05	23	23	23	23	23.00	7.63e-05
L1FLnI_6q22.31q	10114	23	23.00	7.37e-05	23	23	23	23	23.00	7.37e-05
L1FLnI_10q21.1a	9428	23	23.00	7.1e-05	23	23	23	23	23.00	7.1e-05
L1FLnI_15q21.3ba	10348	23	23.00	7.1e-05	23	23	23	23	23.00	7.1e-05
L1FLnI_5q32h	10129	23	23.00	7.01e-05	23	23	23	23	23.00	7.01e-05
L1FLnI_18q21.1c	10017	23	23.00	6.89e-05	23	23	23	23	23.00	6.89e-05
L1FLnI_3p26.2b	10464	23	23.00	6.83e-05	23	23	23	23	23.00	6.83e-05
L1FLnI_15q15.3b	10361	23	23.00	6.46e-05	23	23	23	23	23.00	6.46e-05
L1FLnI_1p11.2f	10026	23	23.00	6.4e-05	23	23	23	23	23.00	6.4e-05
L1FLnI_4q28.1t	10147	23	23.00	6.25e-05	23	23	23	23	23.00	6.25e-05
L1FLnI_7q32.2c	10446	23	23.00	6.15e-05	23	23	23	23	23.00	6.15e-05
L1FLnI_7q21.3c	10131	23	23.00	5.26e-05	23	23	23	23	23.00	5.26e-05
L1FLI_7p14.3	8051	22	22.00	0.000204	22	22	22	22	22.00	0.000204
L1FLnI_5q31.1c	9097	22	22.00	0.00011	22	22	22	22	22.00	0.00011
L1FLnI_4q13.3sa	10446	22	22.00	0.000103	22	22	22	22	22.00	0.000103
L1FLnI_1q24.3j	10128	22	22.00	9.69e-05	22	22	22	22	22.00	9.69e-05
L1FLnI_8q21.13e	8560	22	22.00	8.53e-05	22	22	22	22	22.00	8.53e-05
L1FLnI_5q11.1a	8927	22	22.00	8.49e-05	22	22	22	22	22.00	8.49e-05
L1FLnI_5p12l	10020	22	22.00	8.47e-05	22	22	22	22	22.00	8.47e-05
L1FLnI_8q11.21e	10131	22	22.00	8.21e-05	22	22	22	22	22.00	8.21e-05
L1FLnI_12q21.2x	10141	22	22.00	8.12e-05	22	22	22	22	22.00	8.12e-05
L1FLnI_2p13.1b	10022	22	22.00	8.11e-05	22	22	22	22	22.00	8.11e-05
L1FLnI_14q23.3g	10415	22	22.00	8.01e-05	22	22	22	22	22.00	8.01e-05
L1FLnI_12q21.2g	10101	22	22.00	8e-05	22	22	22	22	22.00	8e-05
L1FLnI_Xq21.33na	10014	22	22.00	7.64e-05	22	22	22	22	22.00	7.64e-05
L1FLnI_5p13.2ba	9302	22	22.00	7.21e-05	22	22	22	22	22.00	7.21e-05
L1FLnI_4q26g	10130	22	22.00	7.04e-05	22	22	22	22	22.00	7.04e-05
L1FLnI_Xq21.33la	10399	22	22.00	6.88e-05	22	22	22	22	22.00	6.88e-05
L1FLI_3p26.2	10463	22	22.00	6.85e-05	22	22	22	22	22.00	6.85e-05
L1FLnI_1p22.1k	10140	22	22.00	6.84e-05	22	22	22	22	22.00	6.84e-05
L1FLnI_3q22.3g	10042	22	22.00	6.8e-05	22	22	22	22	22.00	6.8e-05
L1FLnI_16p12.2a	10139	22	22.00	6.76e-05	22	22	22	22	22.00	6.76e-05
L1FLnI_14q23.3h	9551	22	22.00	6.66e-05	22	22	22	22	22.00	6.66e-05
L1FLnI_16q12.1a	10025	22	22.00	6.45e-05	22	22	22	22	22.00	6.45e-05
L1FLnI_Xq11.2i	10028	22	22.00	6.18e-05	22	22	22	22	22.00	6.18e-05
L1FLnI_6q22.31o	9569	22	22.00	6.13e-05	22	22	22	22	22.00	6.13e-05
L1FLnI_3q26.32o	10374	22	22.00	6.02e-05	22	22	22	22	22.00	6.02e-05
L1FLnI_5q13.3t	10034	22	22.00	5.65e-05	22	22	22	22	22.00	5.65e-05
L1FLnI_10q23.32b	9080	22	22.00	5.03e-05	22	22	22	22	22.00	5.03e-05
L1FLnI_9p22.2b	8776	22	22.00	4.68e-05	22	22	22	22	22.00	4.68e-05
L1FLnI_8q22.2b	10147	21	21.00	9.68e-05	21	21	21	21	21.00	9.68e-05
L1FLnI_4q26f	10677	21	21.00	9.1e-05	21	21	21	21	21.00	9.1e-05
L1FLnI_5p13.2l	10119	21	21.00	9.1e-05	21	21	21	21	21.00	9.1e-05
L1FLnI_Xq11.2na	10111	21	21.00	9.09e-05	21	21	21	21	21.00	9.09e-05
L1FLnI_15q22.31d	10039	21	21.00	8.78e-05	21	21	21	21	21.00	8.78e-05
L1FLnI_Xq13.2w	9704	21	21.00	8.69e-05	21	21	21	21	21.00	8.69e-05
L1FLnI_18q21.1i	10149	21	21.00	8.57e-05	21	21	21	21	21.00	8.57e-05
L1FLnI_6q22.1ja	10374	21	21.00	8.48e-05	21	21	21	21	21.00	8.48e-05
L1FLnI_13q31.3o	10001	21	21.00	8.32e-05	21	21	21	21	21.00	8.32e-05
L1FLnI_8q24.3g	10121	21	21.00	8.31e-05	21	21	21	21	21.00	8.31e-05
L1FLnI_19p13.11	8929	21	21.00	8.17e-05	21	21	21	21	21.00	8.17e-05
L1FLnI_10q24.2k	9543	21	21.00	7.91e-05	21	21	21	21	21.00	7.91e-05
L1FLnI_3p14.2p	9039	21	21.00	7.55e-05	21	21	21	21	21.00	7.55e-05
L1FLnI_5q23.1c	8601	21	21.00	7.22e-05	21	21	21	21	21.00	7.22e-05
L1FLnI_5q13.3d	9837	21	21.00	7.03e-05	21	21	21	21	21.00	7.03e-05
L1FLnI_8q21.13da	9600	21	21.00	6.61e-05	21	21	21	21	21.00	6.61e-05
L1FLnI_8q22.3v	9205	21	21.00	6.49e-05	21	21	21	21	21.00	6.49e-05
L1FLnI_Xq11.1n	9762	21	21.00	6.43e-05	21	21	21	21	21.00	6.43e-05
L1FLnI_19q13.31a	10052	21	21.00	6.32e-05	21	21	21	21	21.00	6.32e-05
L1FLnI_8q22.2i	10139	21	21.00	6.23e-05	21	21	21	21	21.00	6.23e-05
L1FLnI_18q12.2k	8842	21	21.00	5.83e-05	21	21	21	21	21.00	5.83e-05
L1FLnI_9p21.3e	9339	21	21.00	5.7e-05	21	21	21	21	21.00	5.7e-05
L1FLnI_9p24.2p	10128	21	21.00	5.54e-05	21	21	21	21	21.00	5.54e-05
L1FLnI_Xp11.21jc	9054	21	21.00	5.43e-05	21	21	21	21	21.00	5.43e-05
L1FLnI_1p33m	10100	21	21.00	5.42e-05	21	21	21	21	21.00	5.42e-05
L1FLnI_9p21.3n	10029	21	21.00	4.79e-05	21	21	21	21	21.00	4.79e-05
L1FLnI_Xq28ta	10139	21	21.00	4.59e-05	21	21	21	21	21.00	4.59e-05
L1FLnI_7p14.1v	9369	21	21.00	1.4e-06	21	21	21	21	21.00	1.4e-06
L1FLnI_12q23.1ga	10022	20	20.00	0.000156	20	20	20	20	20.00	0.000156
L1FLnI_3q13.33aa	10025	20	20.00	0.000149	20	20	20	20	20.00	0.000149
L1FLnI_12p13.31p	8867	20	20.00	0.000139	20	20	20	20	20.00	0.000139
L1FLnI_12q13.3b	10124	20	20.00	0.000128	20	20	20	20	20.00	0.000128
L1FLnI_Xp11.21cc	10119	20	20.00	0.000123	20	20	20	20	20.00	0.000123
L1FLnI_Xp11.3q	10258	20	20.00	0.000122	20	20	20	20	20.00	0.000122
L1FLnI_18p11.23b	10051	20	20.00	0.000118	20	20	20	20	20.00	0.000118
L1FLnI_12p12.3f	10107	20	20.00	8.8e-05	20	20	20	20	20.00	8.8e-05
L1FLnI_5q11.1f	10213	20	20.00	8.27e-05	20	20	20	20	20.00	8.27e-05
L1FLnI_18q23b	9945	20	20.00	8.23e-05	20	20	20	20	20.00	8.23e-05
L1FLnI_18q11.2h	10112	20	20.00	7.92e-05	20	20	20	20	20.00	7.92e-05
L1FLnI_9q22.31a	10016	20	20.00	7.81e-05	20	20	20	20	20.00	7.81e-05
L1FLnI_Xp22.2p	9028	20	20.00	7.73e-05	20	20	20	20	20.00	7.73e-05
L1FLnI_2p22.3a	10118	20	20.00	7.49e-05	20	20	20	20	20.00	7.49e-05
L1FLnI_5q31.1b	10136	20	20.00	7.3e-05	20	20	20	20	20.00	7.3e-05
L1FLnI_12q21.33d	10055	20	20.00	7.17e-05	20	20	20	20	20.00	7.17e-05
L1FLnI_9q22.31f	10144	20	20.00	7.1e-05	20	20	20	20	20.00	7.1e-05
L1FLnI_5q23.1b	9497	20	20.00	7.02e-05	20	20	20	20	20.00	7.02e-05
L1FLnI_15q21.3z	9940	20	20.00	6.81e-05	20	20	20	20	20.00	6.81e-05
L1FLnI_15q15.3d	8589	20	20.00	6.8e-05	20	20	20	20	20.00	6.8e-05
L1FLnI_5q35.1d	9293	20	20.00	6.16e-05	20	20	20	20	20.00	6.16e-05
L1FLnI_5q14.3ea	8680	20	20.00	6.06e-05	20	20	20	20	20.00	6.06e-05
L1FLnI_11p15.4y	10022	20	20.00	5.84e-05	20	20	20	20	20.00	5.84e-05
L1FLnI_5p13.2a	9421	20	20.00	5.61e-05	20	20	20	20	20.00	5.61e-05
L1FLnI_15q26.3g	10150	20	20.00	5.58e-05	20	20	20	20	20.00	5.58e-05
L1FLnI_18q21.1l	10010	20	20.00	5.05e-05	20	20	20	20	20.00	5.05e-05
L1FLnI_Xq26.3k	10005	20	20.00	4.94e-05	20	20	20	20	20.00	4.94e-05
L1FLnI_12p13.2g	10124	20	20.00	4.75e-05	20	20	20	20	20.00	4.75e-05
L1FLnI_10q23.2	9772	20	20.00	4.54e-05	20	20	20	20	20.00	4.54e-05
L1FLnI_4q21.21k	10025	20	20.00	4.39e-05	20	20	20	20	20.00	4.39e-05
L1FLnI_6q16.3ja	10730	20	20.00	4.22e-05	20	20	20	20	20.00	4.22e-05
L1FLnI_8q21.11p	10061	20	20.00	4.14e-05	20	20	20	20	20.00	4.14e-05
L1FLnI_4q32.3da	10048	20	20.00	3.61e-05	20	20	20	20	20.00	3.61e-05
L1FLnI_7p14.3c	10027	19	19.00	8.61e-05	19	19	19	19	19.00	8.61e-05
L1FLnI_3p22.3d	10259	19	19.00	8.5e-05	19	19	19	19	19.00	8.5e-05
L1FLnI_12q13.3c	8558	19	19.00	7.88e-05	19	19	19	19	19.00	7.88e-05
L1FLnI_Xq13.1n	10001	19	19.00	7.63e-05	19	19	19	19	19.00	7.63e-05
L1FLnI_1q41la	9156	19	19.00	7.18e-05	19	19	19	19	19.00	7.18e-05
L1FLnI_5p13.3aa	10192	19	19.00	6.71e-05	19	19	19	19	19.00	6.71e-05
L1FLnI_15q26.3h	10134	19	19.00	6.57e-05	19	19	19	19	19.00	6.57e-05
L1FLnI_Xq21.1ca	9583	19	19.00	6.17e-05	19	19	19	19	19.00	6.17e-05
L1FLnI_3q25.1a	8551	19	19.00	6.1e-05	19	19	19	19	19.00	6.1e-05
L1FLnI_22q11.22c	9245	19	19.00	5.99e-05	19	19	19	19	19.00	5.99e-05
L1FLnI_10q23.33c	10126	19	19.00	5.95e-05	19	19	19	19	19.00	5.95e-05
L1FLnI_1q25.2a	10024	19	19.00	5.76e-05	19	19	19	19	19.00	5.76e-05
L1FLnI_Xq13.3n	10023	19	19.00	5.31e-05	19	19	19	19	19.00	5.31e-05
L1FLnI_1q42.12j	10110	19	19.00	5.11e-05	19	19	19	19	19.00	5.11e-05
L1FLnI_14q23.3i	8652	19	19.00	4.91e-05	19	19	19	19	19.00	4.91e-05
L1FLnI_1p34.2e	9988	19	19.00	4.82e-05	19	19	19	19	19.00	4.82e-05
L1FLnI_8q24.22c	10116	19	19.00	4.81e-05	19	19	19	19	19.00	4.81e-05
L1FLnI_8q22.3p	9185	19	19.00	4.65e-05	19	19	19	19	19.00	4.65e-05
L1FLnI_5q32g	10485	19	19.00	4.51e-05	19	19	19	19	19.00	4.51e-05
L1FLnI_1p33l	10148	19	19.00	4.38e-05	19	19	19	19	19.00	4.38e-05
L1FLnI_3p24.1p	9519	19	19.00	3.61e-05	19	19	19	19	19.00	3.61e-05
L1FLnI_4q12ab	10027	18	18.00	0.000606	18	18	18	18	18.00	0.000606
L1FLnI_Xq22.3ba	10017	18	18.00	0.000142	18	18	18	18	18.00	0.000142
L1FLnI_Xq11.2sa	10579	18	18.00	0.000101	18	18	18	18	18.00	0.000101
L1FLnI_4q25na	9932	18	18.00	8.28e-05	18	18	18	18	18.00	8.28e-05
L1FLnI_2p23.3c	9379	18	18.00	7.76e-05	18	18	18	18	18.00	7.76e-05
L1FLnI_6q14.2b	10044	18	18.00	7.68e-05	18	18	18	18	18.00	7.68e-05
L1FLnI_11p15.4ba	10129	18	18.00	7.65e-05	18	18	18	18	18.00	7.65e-05
L1FLnI_Xq24m	10027	18	18.00	7.61e-05	18	18	18	18	18.00	7.61e-05
L1FLnI_Xq22.1la	9923	18	18.00	7.56e-05	18	18	18	18	18.00	7.56e-05
L1FLnI_6p21.1g	10131	18	18.00	7.45e-05	18	18	18	18	18.00	7.45e-05
L1FLnI_7q21.11e	8540	18	18.00	7.45e-05	18	18	18	18	18.00	7.45e-05
L1FLnI_3q21.3b	9764	18	18.00	7.37e-05	18	18	18	18	18.00	7.37e-05
L1FLnI_1q25.3n	10006	18	18.00	7.29e-05	18	18	18	18	18.00	7.29e-05
L1FLnI_5q15x	9812	18	18.00	7.25e-05	18	18	18	18	18.00	7.25e-05
L1FLnI_6p24.3f	10014	18	18.00	7.07e-05	18	18	18	18	18.00	7.07e-05
L1FLnI_4q23f	9550	18	18.00	7.02e-05	18	18	18	18	18.00	7.02e-05
L1FLnI_4q12ca	10071	18	18.00	6.93e-05	18	18	18	18	18.00	6.93e-05
L1FLnI_12p13.33b	10111	18	18.00	6.88e-05	18	18	18	18	18.00	6.88e-05
L1FLnI_3p24.2p	9368	18	18.00	6.69e-05	18	18	18	18	18.00	6.69e-05
L1FLnI_2q31.1i	10256	18	18.00	6.64e-05	18	18	18	18	18.00	6.64e-05
L1FLnI_3p14.3p	9520	18	18.00	6.54e-05	18	18	18	18	18.00	6.54e-05
L1FLnI_8p11.22b	10151	18	18.00	6.49e-05	18	18	18	18	18.00	6.49e-05
L1FLnI_1q32.1m	9439	18	18.00	6.46e-05	18	18	18	18	18.00	6.46e-05
L1FLnI_1p31.2d	10027	18	18.00	6.39e-05	18	18	18	18	18.00	6.39e-05
L1FLnI_8q22.1aa	9926	18	18.00	6.39e-05	18	18	18	18	18.00	6.39e-05
L1FLnI_19q13.12c	10155	18	18.00	6.29e-05	18	18	18	18	18.00	6.29e-05
L1FLnI_6q14.1ta	10522	18	18.00	6.19e-05	18	18	18	18	18.00	6.19e-05
L1FLnI_Xp11.21uc	10110	18	18.00	6.06e-05	18	18	18	18	18.00	6.06e-05
L1FLnI_15q13.3h	10040	18	18.00	6.04e-05	18	18	18	18	18.00	6.04e-05
L1FLnI_3q28c	8625	18	18.00	6.01e-05	18	18	18	18	18.00	6.01e-05
L1ORF2_18p11.23	8047	18	18.00	5.98e-05	18	18	18	18	18.00	5.98e-05
L1FLnI_14q32.2c	9394	18	18.00	5.83e-05	18	18	18	18	18.00	5.83e-05
L1FLnI_21q11.2k	9605	18	18.00	5.8e-05	18	18	18	18	18.00	5.8e-05
L1FLnI_11q22.3m	10411	18	18.00	5.65e-05	18	18	18	18	18.00	5.65e-05
L1FLnI_2q32.3ca	10108	18	18.00	5.55e-05	18	18	18	18	18.00	5.55e-05
L1FLnI_8q22.3m	10021	18	18.00	4.97e-05	18	18	18	18	18.00	4.97e-05
L1FLnI_1p31.3v	8754	18	18.00	4.92e-05	18	18	18	18	18.00	4.92e-05
L1FLnI_3p25.1g	9595	18	18.00	4.18e-05	18	18	18	18	18.00	4.18e-05
L1FLnI_2p13.2e	10138	18	18.00	4.17e-05	18	18	18	18	18.00	4.17e-05
L1FLnI_2q33.3f	10142	18	18.00	3.94e-05	18	18	18	18	18.00	3.94e-05
L1FLnI_15q21.3ea	10152	18	18.00	3.68e-05	18	18	18	18	18.00	3.68e-05
L1FLnI_14q12wa	10144	18	18.00	2.65e-05	18	18	18	18	18.00	2.65e-05
L1FLnI_12q14.2j	10137	17	17.00	0.000164	17	17	17	17	17.00	0.000164
L1FLnI_2q34na	8527	17	17.00	0.000122	17	17	17	17	17.00	0.000122
L1FLnI_1q25.2o	10140	17	17.00	8.3e-05	17	17	17	17	17.00	8.3e-05
L1FLnI_10q21.1b	10324	17	17.00	7.1e-05	17	17	17	17	17.00	7.1e-05
L1FLnI_18p11.23c	10450	17	17.00	7.07e-05	17	17	17	17	17.00	7.07e-05
L1FLnI_Xq23g	10103	17	17.00	7.03e-05	17	17	17	17	17.00	7.03e-05
L1FLnI_9p21.1ma	10117	17	17.00	7.03e-05	17	17	17	17	17.00	7.03e-05
L1FLnI_14q12ia	10136	17	17.00	6.98e-05	17	17	17	17	17.00	6.98e-05
L1FLnI_5p15.1i	9715	17	17.00	6.86e-05	17	17	17	17	17.00	6.86e-05
L1FLnI_2q35g	10465	17	17.00	6.73e-05	17	17	17	17	17.00	6.73e-05
L1FLnI_7q31.1aa	10030	17	17.00	6.58e-05	17	17	17	17	17.00	6.58e-05
L1FLnI_11q24.3f	9221	17	17.00	6.53e-05	17	17	17	17	17.00	6.53e-05
L1FLnI_Xp11.21ga	10573	17	17.00	6.42e-05	17	17	17	17	17.00	6.42e-05
L1FLnI_5q32d	9781	17	17.00	6.41e-05	17	17	17	17	17.00	6.41e-05
L1FLnI_14q31.3ga	10112	17	17.00	6.27e-05	17	17	17	17	17.00	6.27e-05
L1FLnI_2p24.1ba	10148	17	17.00	6.11e-05	17	17	17	17	17.00	6.11e-05
L1FLnI_Xp11.21sc	10114	17	17.00	6.09e-05	17	17	17	17	17.00	6.09e-05
L1FLnI_8q22.2c	10024	17	17.00	5.97e-05	17	17	17	17	17.00	5.97e-05
L1FLnI_3p21.2f	10129	17	17.00	5.89e-05	17	17	17	17	17.00	5.89e-05
L1FLnI_5q11.1b	10166	17	17.00	5.81e-05	17	17	17	17	17.00	5.81e-05
L1FLnI_5q35.2b	10148	17	17.00	5.53e-05	17	17	17	17	17.00	5.53e-05
L1FLnI_6q16.3la	10008	17	17.00	5.19e-05	17	17	17	17	17.00	5.19e-05
L1FLnI_Xq22.1bb	11109	17	17.00	5.15e-05	17	17	17	17	17.00	5.15e-05
L1FLnI_2q33.3g	10016	17	17.00	4.84e-05	17	17	17	17	17.00	4.84e-05
L1FLnI_5p13.3d	8665	17	17.00	4.64e-05	17	17	17	17	17.00	4.64e-05
L1FLnI_2q31.2o	10116	17	17.00	4.56e-05	17	17	17	17	17.00	4.56e-05
L1FLnI_5q23.1a	8837	17	17.00	4.47e-05	17	17	17	17	17.00	4.47e-05
L1FLnI_3p14.1r	10445	17	17.00	4.4e-05	17	17	17	17	17.00	4.4e-05
L1FLnI_4q22.3f	10023	17	17.00	4.21e-05	17	17	17	17	17.00	4.21e-05
L1FLnI_2q24.1v	10155	17	17.00	4.21e-05	17	17	17	17	17.00	4.21e-05
L1FLnI_1p13.2e	9013	17	17.00	4.11e-05	17	17	17	17	17.00	4.11e-05
L1FLnI_1p11.2i	10112	17	17.00	2.87e-05	17	17	17	17	17.00	2.87e-05
L1FLnI_2p24.2e	10137	17	17.00	2.42e-05	17	17	17	17	17.00	2.42e-05
L1FLnI_3q21.2b	10030	17	17.00	2.35e-05	17	17	17	17	17.00	2.35e-05
L1FLnI_18q12.1h	10016	17	17.00	1.95e-05	17	17	17	17	17.00	1.95e-05
L1FLnI_3p24.2e	9403	17	17.00	1.67e-05	17	17	17	17	17.00	1.67e-05
L1FLnI_5q14.1k	10134	17	17.00	3.34e-06	17	17	17	17	17.00	3.34e-06
L1FLnI_8q24.12e	9969	16	16.00	0.000111	16	16	16	16	16.00	0.000111
L1FLnI_2p13.1d	10129	16	16.00	0.000109	16	16	16	16	16.00	0.000109
L1FLnI_8q21.3la	10023	16	16.00	8.64e-05	16	16	16	16	16.00	8.64e-05
L1FLnI_12q13.12	10147	16	16.00	8.48e-05	16	16	16	16	16.00	8.48e-05
L1FLnI_1q25.3i	9175	16	16.00	7.88e-05	16	16	16	16	16.00	7.88e-05
L1FLnI_20p13g	10398	16	16.00	7.71e-05	16	16	16	16	16.00	7.71e-05
L1FLnI_4q24ta	10424	16	16.00	7.25e-05	16	16	16	16	16.00	7.25e-05
L1FLnI_Xp11.21vb	10120	16	16.00	6.99e-05	16	16	16	16	16.00	6.99e-05
L1FLnI_9q33.3f	9513	16	16.00	6.88e-05	16	16	16	16	16.00	6.88e-05
L1FLnI_9q21.11e	8949	16	16.00	6.58e-05	16	16	16	16	16.00	6.58e-05
L1FLnI_6q25.3j	10125	16	16.00	6.5e-05	16	16	16	16	16.00	6.5e-05
L1FLnI_12q12s	9998	16	16.00	6.38e-05	16	16	16	16	16.00	6.38e-05
L1FLnI_1p11.2a	10126	16	16.00	6.26e-05	16	16	16	16	16.00	6.26e-05
L1FLnI_Xq11.2k	10031	16	16.00	6.25e-05	16	16	16	16	16.00	6.25e-05
L1FLnI_1p12t	10551	16	16.00	6.24e-05	16	16	16	16	16.00	6.24e-05
L1FLnI_12p13.2f	9745	16	16.00	6.2e-05	16	16	16	16	16.00	6.2e-05
L1FLnI_7p21.1m	10149	16	16.00	6.19e-05	16	16	16	16	16.00	6.19e-05
L1FLnI_6p25.1f	10135	16	16.00	6.19e-05	16	16	16	16	16.00	6.19e-05
L1FLnI_1p13.1d	11371	16	16.00	6.1e-05	16	16	16	16	16.00	6.1e-05
L1FLnI_7q21.11c	10091	16	16.00	5.96e-05	16	16	16	16	16.00	5.96e-05
L1FLnI_11q24.3h	10798	16	16.00	5.95e-05	16	16	16	16	16.00	5.95e-05
L1FLnI_10q11.23e	10112	16	16.00	5.87e-05	16	16	16	16	16.00	5.87e-05
L1FLnI_19q13.11d	10136	16	16.00	5.83e-05	16	16	16	16	16.00	5.83e-05
L1FLnI_2q32.1fa	9874	16	16.00	5.75e-05	16	16	16	16	16.00	5.75e-05
L1FLnI_5q31.3c	10073	16	16.00	5.62e-05	16	16	16	16	16.00	5.62e-05
L1FLnI_10p11.22d	10012	16	16.00	5.58e-05	16	16	16	16	16.00	5.58e-05
L1FLnI_8q11.21h	10108	16	16.00	5.57e-05	16	16	16	16	16.00	5.57e-05
L1FLnI_20p11.1a	10445	16	16.00	5.53e-05	16	16	16	16	16.00	5.53e-05
L1FLnI_7q21.3l	10148	16	16.00	5.35e-05	16	16	16	16	16.00	5.35e-05
L1FLnI_Xq25kc	10007	16	16.00	5.26e-05	16	16	16	16	16.00	5.26e-05
L1FLnI_7p21.3oa	8585	16	16.00	5.12e-05	16	16	16	16	16.00	5.12e-05
L1FLnI_Xq25r	10109	16	16.00	5.1e-05	16	16	16	16	16.00	5.1e-05
L1FLnI_13q12.11f	10026	16	16.00	4.99e-05	16	16	16	16	16.00	4.99e-05
L1FLnI_14q24.2a	10126	16	16.00	4.88e-05	16	16	16	16	16.00	4.88e-05
L1FLnI_3p14.2ha	10051	16	16.00	4.87e-05	16	16	16	16	16.00	4.87e-05
L1FLnI_9q31.2a	10140	16	16.00	4.79e-05	16	16	16	16	16.00	4.79e-05
L1FLnI_9p24.1q	10165	16	16.00	4.75e-05	16	16	16	16	16.00	4.75e-05
L1FLnI_4q12ba	9992	16	16.00	4.71e-05	16	16	16	16	16.00	4.71e-05
L1FLnI_Xq24y	9893	16	16.00	4.69e-05	16	16	16	16	16.00	4.69e-05
L1FLnI_11q13.5d	9605	16	16.00	4.54e-05	16	16	16	16	16.00	4.54e-05
L1FLnI_10q22.1b	10143	16	16.00	4.13e-05	16	16	16	16	16.00	4.13e-05
L1FLnI_4q13.3db	10032	16	16.00	4.1e-05	16	16	16	16	16.00	4.1e-05
L1FLnI_5q21.3q	10796	16	16.00	4.06e-05	16	16	16	16	16.00	4.06e-05
L1FLnI_6p21.1l	9380	16	16.00	3.93e-05	16	16	16	16	16.00	3.93e-05
L1FLnI_4q13.2p	8568	16	16.00	3.64e-05	16	16	16	16	16.00	3.64e-05
L1FLnI_7q11.23b	10027	16	16.00	3.53e-05	16	16	16	16	16.00	3.53e-05
L1FLnI_3p11.1e	10142	16	16.00	3.5e-05	16	16	16	16	16.00	3.5e-05
L1FLnI_13q13.3a	9602	16	16.00	3.46e-05	16	16	16	16	16.00	3.46e-05
L1FLnI_8q22.2k	10172	16	16.00	3.45e-05	16	16	16	16	16.00	3.45e-05
L1FLnI_6q24.3c	10119	16	16.00	3.43e-05	16	16	16	16	16.00	3.43e-05
L1FLnI_8q22.2f	10144	16	16.00	3.37e-05	16	16	16	16	16.00	3.37e-05
L1FLnI_12q23.1ea	10055	16	16.00	3.29e-05	16	16	16	16	16.00	3.29e-05
L1FLI_4q25	8046	16	16.00	2.44e-05	16	16	16	16	16.00	2.44e-05
L1FLnI_4q24p	8530	15	15.00	0.000276	15	15	15	15	15.00	0.000276
L1FLnI_3p24.1t	10341	15	15.00	0.000142	15	15	15	15	15.00	0.000142
L1FLnI_2q33.1a	10083	15	15.00	9.14e-05	15	15	15	15	15.00	9.14e-05
L1FLnI_5q31.1s	10171	15	15.00	8.03e-05	15	15	15	15	15.00	8.03e-05
L1FLnI_2p12ra	8852	15	15.00	7.7e-05	15	15	15	15	15.00	7.7e-05
L1ORF2_1q25.2	8046	15	15.00	7.13e-05	15	15	15	15	15.00	7.13e-05
L1FLnI_7p14.3r	10164	15	15.00	6.54e-05	15	15	15	15	15.00	6.54e-05
L1FLnI_Xq11.2e	9833	15	15.00	6.31e-05	15	15	15	15	15.00	6.31e-05
L1FLnI_3q25.32n	8940	15	15.00	6.3e-05	15	15	15	15	15.00	6.3e-05
L1FLnI_Xp11.21lc	10020	15	15.00	6.24e-05	15	15	15	15	15.00	6.24e-05
L1FLnI_11q14.2i	9887	15	15.00	6.21e-05	15	15	15	15	15.00	6.21e-05
L1FLnI_10q22.3c	9126	15	15.00	6.11e-05	15	15	15	15	15.00	6.11e-05
L1FLnI_8p11.22a	10179	15	15.00	6.03e-05	15	15	15	15	15.00	6.03e-05
L1FLnI_10q21.3m	10129	15	15.00	6e-05	15	15	15	15	15.00	6e-05
L1FLnI_3p14.1q	8767	15	15.00	5.87e-05	15	15	15	15	15.00	5.87e-05
